,symbol,company,sector,industry,city,state
756,ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,Atlanta, Georgia
757,IBM,International Business Machines,Information Technology,IT Consulting & Other Services,Armonk, New York
758,INCY,Incyte,Health Care,Biotechnology,Wilmington, Delaware
759,IP,International Paper,Materials,Paper Packaging,Memphis, Tennessee
760,IPG,Interpublic Group,Communication Services,Advertising,New York, New York
761,IFF,Intl Flavors & Fragrances,Materials,Specialty Chemicals,New York, New York
762,INTU,Intuit Inc.,Information Technology,Internet Software & Services,Mountain View, California
763,ISRG,Intuitive Surgical Inc.,Health Care,Health Care Equipment,Sunnyvale, California
764,IVZ,Invesco Ltd.,Financials,Asset Management & Custody Banks,Atlanta, Georgia
765,IPGP,IPG Photonics Corp.,Information Technology,Electronic Manufacturing Services,Oxford, Massachusetts
766,IQV,IQVIA Holdings Inc.,Health Care,Life Sciences Tools & Service,Durham, North Carolina
767,IRM,Iron Mountain Incorporated,Real Estate,Specialized REITs,Boston, Massachusetts
768,JKHY,Jack Henry & Associates Inc,Information Technology,Data Processing & Outsourced Services,Monett, Missouri
769,JEC,Jacobs Engineering Group,Industrials,Construction & Engineering,Pasadena, California
770,JBHT,J. B. Hunt Transport Services,Industrials,Trucking,Lowell, Arkansas
771,JEF,Jefferies Financial Group,Financials,Multi-Sector Holdings,New York, New York
772,SJM,JM Smucker,Consumer Staples,Packaged Foods & Meats,Orrville, Ohio
773,JNJ,Johnson & Johnson,Health Care,Health Care Equipment,New Brunswick, New Jersey
774,JCI,Johnson Controls International,Industrials,Building Products,Cork, Ireland
775,JPM,JPMorgan Chase & Co.,Financials,Diversified Banks,New York, New York
776,JNPR,Juniper Networks,Information Technology,Communications Equipment,Sunnyvale, California
777,KSU,Kansas City Southern,Industrials,Railroads,Kansas City, Missouri
778,K,Kellogg Co.,Consumer Staples,Packaged Foods & Meats,Battle Creek, Michigan
779,KEY,KeyCorp,Financials,Regional Banks,Cleveland, Ohio
780,KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,Santa Rosa, California
781,KMB,Kimberly-Clark,Consumer Staples,Household Products,Irving, Texas
782,KIM,Kimco Realty,Real Estate,Retail REITs,New Hyde Park, New York
783,KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,Houston, Texas
784,KLAC,KLA-Tencor Corp.,Information Technology,Semiconductor Equipment,Milpitas, California
785,KSS,Kohl's Corp.,Consumer Discretionary,General Merchandise Stores,Menomonee Falls, Wisconsin
786,KHC,Kraft Heinz Co,Consumer Staples,Packaged Foods & Meats,Pittsburgh, Pennsylvania
787,KR,Kroger Co.,Consumer Staples,Food Retail,Cincinnati, Ohio
788,LB,L Brands Inc.,Consumer Discretionary,Apparel Retail,Columbus, Ohio
789,LLL,L-3 Communications Holdings,Industrials,Aerospace & Defense,New York, New York
790,LH,Laboratory Corp. of America Holding,Health Care,Health Care Services,Burlington, North Carolina
791,LRCX,Lam Research,Information Technology,Semiconductor Equipment,Fremont, California
792,LW,Lamb Weston Holdings Inc,Consumer Staples,Packaged Foods & Meats,Eagle, Idaho
793,LEG,Leggett & Platt,Consumer Discretionary,Home Furnishings,Carthage, Missouri
794,LEN,Lennar Corp.,Consumer Discretionary,Homebuilding,Miami, Florida
795,LLY,Lilly (Eli) & Co.,Health Care,Pharmaceuticals,Indianapolis, Indiana
796,LNC,Lincoln National,Financials,Multi-line Insurance,Radnor, Pennsylvania
797,LIN,Linde plc,Materials,Industrial Gases,Guildford," Surrey, United Kingdom"
798,LKQ,LKQ Corporation,Consumer Discretionary,Distributors,Chicago, Illinois
799,LMT,Lockheed Martin Corp.,Industrials,Aerospace & Defense,Bethesda, Maryland
800,L,Loews Corp.,Financials,Multi-line Insurance,New York, New York
801,LOW,Lowe's Cos.,Consumer Discretionary,Home Improvement Retail,Mooresville, North Carolina
802,LYB,LyondellBasell,Materials,Specialty Chemicals,Rotterdam, Netherlands
803,MTB,M&T Bank Corp.,Financials,Regional Banks,Buffalo, New York
804,MAC,Macerich,Real Estate,Retail REITs,Santa Monica, California
805,M,Macy's Inc.,Consumer Discretionary,Department Stores,Cincinnati, Ohio
806,MRO,Marathon Oil Corp.,Energy,Oil & Gas Exploration & Production,Houston, Texas
807,MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,Findlay, Ohio
808,MAR,Marriott Int'l.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Bethesda, Maryland
809,MMC,Marsh & McLennan,Financials,Insurance Brokers,New York, New York
810,MLM,Martin Marietta Materials,Materials,Construction Materials,Raleigh, North Carolina
811,MAS,Masco Corp.,Industrials,Building Products,Taylor, Michigan
812,MA,Mastercard Inc.,Information Technology,Internet Software & Services,Harrison, New York
813,MAT,Mattel Inc.,Consumer Discretionary,Leisure Products,El Segundo, California
814,MKC,McCormick & Co.,Consumer Staples,Packaged Foods & Meats,Sparks, Maryland
815,MXIM,Maxim Integrated Products Inc,Information Technology,Semiconductors,San Jose, California
816,MCD,McDonald's Corp.,Consumer Discretionary,Restaurants,Chicago, Illinois
817,MCK,McKesson Corp.,Health Care,Health Care Distributors,San Francisco, California
818,MDT,Medtronic plc,Health Care,Health Care Equipment,Dublin, Ireland
819,MRK,Merck & Co.,Health Care,Pharmaceuticals,Whitehouse Station, New Jersey
820,MET,MetLife Inc.,Financials,Life & Health Insurance,New York, New York
821,MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,Columbus, Ohio
822,MGM,MGM Resorts International,Consumer Discretionary,Casinos & Gaming,Paradise, Nevada
823,KORS,Michael Kors Holdings,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",New York, New York
824,MCHP,Microchip Technology,Information Technology,Semiconductors,Chandler, Arizona
825,MU,Micron Technology,Information Technology,Semiconductors,Boise, Idaho
826,MSFT,Microsoft Corp.,Information Technology,Systems Software,Redmond, Washington
827,MAA,Mid-America Apartments,Real Estate,Residential REITs,Memphis, Tennessee
828,MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,Amsterdam, New York
829,TAP,Molson Coors Brewing Company,Consumer Staples,Brewers,Denver, Colorado
830,MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,Northfield, Illinois
831,MNST,Monster Beverage,Consumer Staples,Soft Drinks,Corona, California
832,MCO,Moody's Corp,Financials,Financial Exchanges & Data,New York, New York
833,MS,Morgan Stanley,Financials,Investment Banking & Brokerage,New York, New York
834,MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,Plymouth, Minnesota
835,MSI,Motorola Solutions Inc.,Information Technology,Communications Equipment,Schaumburg, Illinois
836,MSCI,MSCI Inc,Financials,Financial Exchanges & Data,New York, New York
837,MYL,Mylan N.V.,Health Care,Pharmaceuticals,Amsterdam, Netherlands
838,NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,New York, New York
839,NOV,National Oilwell Varco Inc.,Energy,Oil & Gas Equipment & Services,Houston, Texas
840,NKTR,Nektar Therapeutics,Health Care,Pharmaceuticals,San Francisco, California
841,NTAP,NetApp,Information Technology,Internet Software & Services,Sunnyvale, California
842,NFLX,Netflix Inc.,Communication Services,Movies & Entertainment,Los Gatos, California
843,NWL,Newell Brands,Consumer Discretionary,Housewares & Specialties,Sandy Springs, Georgia
844,NFX,Newfield Exploration Co,Energy,Oil & Gas Exploration & Production,Houston, Texas
845,NEM,Newmont Mining Corporation,Materials,Gold,Denver, Colorado
846,NWSA,News Corp. Class A,Communication Services,Publishing,New York, New York
847,NWS,News Corp. Class B,Communication Services,Publishing,New York, New York
848,NEE,NextEra Energy,Utilities,Multi-Utilities,Juno Beach, Florida
849,NLSN,Nielsen Holdings,Industrials,Research & Consulting Services,New York, New York
850,NKE,Nike,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Washington County, Oregon
851,NI,NiSource Inc.,Utilities,Multi-Utilities,Merrillville, Indiana
852,NBL,Noble Energy Inc,Energy,Oil & Gas Exploration & Production,Houston, Texas
853,JWN,Nordstrom,Consumer Discretionary,Department Stores,Seattle, Washington
854,NSC,Norfolk Southern Corp.,Industrials,Railroads,Norfolk, Virginia
855,NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,Chicago, Illinois
856,NOC,Northrop Grumman Corp.,Industrials,Aerospace & Defense,West Falls Church, Virginia
857,NCLH,Norwegian Cruise Line,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Miami, Florida
858,NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,Princeton, New Jersey
859,NUE,Nucor Corp.,Materials,Steel,Charlotte, North Carolina
860,NVDA,Nvidia Corporation,Information Technology,Semiconductors,Santa Clara, California
861,ORLY,O'Reilly Automotive,Consumer Discretionary,Specialty Stores,Springfield, Missouri
862,OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,Los Angeles, California
863,OMC,Omnicom Group,Communication Services,Advertising,New York, New York
864,OKE,ONEOK,Energy,Oil & Gas Storage & Transportation,Tulsa, Oklahoma
865,ORCL,Oracle Corp.,Information Technology,Application Software,Redwood Shores, California
866,PCAR,PACCAR Inc.,Industrials,Construction Machinery & Heavy Trucks,Bellevue, Washington
867,PKG,Packaging Corporation of America,Materials,Paper Packaging,Lake Forest, Illinois
868,PH,Parker-Hannifin,Industrials,Industrial Machinery,Cleveland, Ohio
869,PAYX,Paychex Inc.,Information Technology,Internet Software & Services,Penfield, New York
870,PYPL,PayPal,Information Technology,Data Processing & Outsourced Services,San Jose, California
871,PNR,Pentair plc,Industrials,Industrial Machinery,Worsley, UK
872,PBCT,People's United Financial,Financials,Thrifts & Mortgage Finance,Bridgeport, Connecticut
873,PEP,PepsiCo Inc.,Consumer Staples,Soft Drinks,Purchase, New York
874,PKI,PerkinElmer,Health Care,Health Care Equipment,Waltham, Massachusetts
875,PRGO,Perrigo,Health Care,Pharmaceuticals,Dublin, Ireland
876,PFE,Pfizer Inc.,Health Care,Pharmaceuticals,New York, New York
877,PCG,PG&E Corp.,Utilities,Multi-Utilities,San Francisco, California
878,PM,Philip Morris International,Consumer Staples,Tobacco,New York, New York
879,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,Houston, Texas
880,PNW,Pinnacle West Capital,Utilities,Multi-Utilities,Phoenix, Arizona
881,PXD,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,Irving, Texas
882,PNC,PNC Financial Services,Financials,Regional Banks,Pittsburgh, Pennsylvania
883,RL,Polo Ralph Lauren Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",New York, New York
884,PPG,PPG Industries,Materials,Specialty Chemicals,Pittsburgh, Pennsylvania
885,PPL,PPL Corp.,Utilities,Electric Utilities,Allentown, Pennsylvania
886,PFG,Principal Financial Group,Financials,Life & Health Insurance,Des Moines, Iowa
887,PG,Procter & Gamble,Consumer Staples,Personal Products,Cincinnati, Ohio
888,PGR,Progressive Corp.,Financials,Property & Casualty Insurance,Mayfield Village, Ohio
889,PLD,Prologis,Real Estate,Industrial REITs,San Francisco, California
890,PRU,Prudential Financial,Financials,Life & Health Insurance,Newark, New Jersey
891,PEG,Public Serv. Enterprise Inc.,Utilities,Electric Utilities,Newark, New Jersey
892,PSA,Public Storage,Real Estate,Specialized REITs,Glendale, California
893,PHM,Pulte Homes Inc.,Consumer Discretionary,Homebuilding,Atlanta, Georgia
894,PVH,PVH Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",New York, New York
895,QRVO,Qorvo,Information Technology,Semiconductors,Greensboro, North Carolina
896,PWR,Quanta Services Inc.,Industrials,Construction & Engineering,Houston, Texas
897,QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,San Diego, California
898,DGX,Quest Diagnostics,Health Care,Health Care Services,Madison, New Jersey
899,RJF,Raymond James Financial Inc.,Financials,Investment Banking & Brokerage,St. Petersburg, Florida
900,RTN,Raytheon Co.,Industrials,Aerospace & Defense,Waltham, Massachusetts
901,O,Realty Income Corporation,Real Estate,Retail REITs,San Diego, California
902,RHT,Red Hat Inc.,Information Technology,Systems Software,Raleigh, North Carolina
903,REG,Regency Centers Corporation,Real Estate,Retail REITs,Jacksonville, Florida
904,REGN,Regeneron,Health Care,Biotechnology,Tarrytown, New York
905,RF,Regions Financial Corp.,Financials,Regional Banks,Birmingham, Alabama
906,RSG,Republic Services Inc,Industrials,Environmental & Facilities Services,Phoenix, Arizona
907,RMD,ResMed,Health Care,Health Care Equipment,San Diego, California
908,RHI,Robert Half International,Industrials,Human Resource & Employment Services,Menlo Park, California
909,ROK,Rockwell Automation Inc.,Industrials,Electrical Components & Equipment,Milwaukee, Wisconsin
910,ROL,Rollins Inc.,Industrials,Environmental & Facilities Services,Atlanta, Georgia
911,ROP,Roper Technologies,Industrials,Industrial Conglomerates,Sarasota, Florida
912,ROST,Ross Stores,Consumer Discretionary,Apparel Retail,Pleasanton, California
913,RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Miami, Florida
914,CRM,Salesforce.com,Information Technology,Internet Software & Services,San Francisco, California
915,SBAC,SBA Communications,Real Estate,Specialized REITs,Boca Raton, Florida
916,SCG,SCANA Corp,Utilities,Multi-Utilities,Cayce, South Carolina
917,SLB,Schlumberger Ltd.,Energy,Oil & Gas Equipment & Services,Curaçao, Kingdom of the Netherlands
918,STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",Dublin, Ireland
919,SEE,Sealed Air,Materials,Paper Packaging,Elmwood Park, New Jersey
920,SRE,Sempra Energy,Utilities,Multi-Utilities,San Diego, California
921,SHW,Sherwin-Williams,Materials,Specialty Chemicals,Cleveland, Ohio
922,SPG,Simon Property Group Inc,Real Estate,Retail REITs,Indianapolis, Indiana
923,SWKS,Skyworks Solutions,Information Technology,Semiconductors,Woburn, Massachusetts
924,SLG,SL Green Realty,Real Estate,Office REITs,New York, New York
925,SNA,Snap-on,Industrials,Industrial Machinery,Kenosha, Wisconsin
926,SO,Southern Co.,Utilities,Electric Utilities,Atlanta, Georgia
927,LUV,Southwest Airlines,Industrials,Airlines,Dallas, Texas
928,SPGI,"S&P Global, Inc.",Financials,Financial Exchanges & Data,New York, New York
929,SWK,Stanley Black & Decker,Industrials,Industrial Machinery,New Britain, Connecticut
930,SBUX,Starbucks Corp.,Consumer Discretionary,Restaurants,Seattle, Washington
931,STT,State Street Corp.,Financials,Asset Management & Custody Banks,Boston, Massachusetts
932,SYK,Stryker Corp.,Health Care,Health Care Equipment,Kalamazoo, Michigan
933,STI,SunTrust Banks,Financials,Regional Banks,Atlanta, Georgia
934,SIVB,SVB Financial,Financials,Regional Banks,Santa Clara, California
935,SYMC,Symantec Corp.,Information Technology,Application Software,Mountain View, California
936,SYF,Synchrony Financial,Financials,Consumer Finance,Stamford, Connecticut
937,SNPS,Synopsys Inc.,Information Technology,Application Software,Mountain View, California
938,SYY,Sysco Corp.,Consumer Staples,Food Distributors,Houston, Texas
939,TROW,T. Rowe Price Group,Financials,Asset Management & Custody Banks,Baltimore, Maryland
940,TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,New York, New York
941,TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",New York, New York
942,TGT,Target Corp.,Consumer Discretionary,General Merchandise Stores,Minneapolis, Minnesota
943,TEL,TE Connectivity Ltd.,Information Technology,Electronic Manufacturing Services,Schaffhausen, Switzerland
944,FTI,TechnipFMC,Energy,Oil & Gas Equipment & Services,London, United Kingdom
945,TXN,Texas Instruments,Information Technology,Semiconductors,Dallas, Texas
946,TXT,Textron Inc.,Industrials,Aerospace & Defense,Providence, Rhode Island
947,TMO,Thermo Fisher Scientific,Health Care,Health Care Equipment,Waltham, Massachusetts
948,TIF,Tiffany & Co.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",New York, New York
949,TWTR,"Twitter, Inc.",Communication Services,Interactive Media & Services,San Francisco, California
950,TJX,TJX Companies Inc.,Consumer Discretionary,Apparel Retail,Framingham, Massachusetts
951,TMK,Torchmark Corp.,Financials,Life & Health Insurance,McKinney, Texas
952,TSS,Total System Services,Information Technology,Internet Software & Services,Columbus, Georgia
953,TSCO,Tractor Supply Company,Consumer Discretionary,Specialty Stores,Brentwood, Tennessee
954,TDG,TransDigm Group,Industrials,Aerospace & Defense,Cleveland, Ohio
955,TRV,The Travelers Companies Inc.,Financials,Property & Casualty Insurance,New York, New York
956,TRIP,TripAdvisor,Communication Services,Interactive Media & Services,Newton, Massachusetts
957,FOXA,Twenty-First Century Fox Class A,Communication Services,Movies & Entertainment,New York, New York
958,FOX,Twenty-First Century Fox Class B,Communication Services,Movies & Entertainment,New York, New York
959,TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,Springdale, Arkansas
960,UDR,UDR Inc,Real Estate,Residential REITs,Highlands Ranch, Colorado
961,ULTA,Ulta Beauty,Consumer Discretionary,Specialty Stores,Bolingbrook, Illinois
962,USB,U.S. Bancorp,Financials,Diversified Banks,Minneapolis, Minnesota
963,UAA,Under Armour Class A,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Baltimore, Maryland
964,UA,Under Armour Class C,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Baltimore, Maryland
965,UNP,Union Pacific,Industrials,Railroads,Omaha, Nebraska
966,UAL,United Continental Holdings,Industrials,Airlines,Chicago, Illinois
967,UNH,United Health Group Inc.,Health Care,Managed Health Care,Minnetonka, Minnesota
968,UPS,United Parcel Service,Industrials,Air Freight & Logistics,Atlanta, Georgia
969,URI,"United Rentals, Inc.",Industrials,Trading Companies & Distributors,Stamford, Connecticut
970,UTX,United Technologies,Industrials,Aerospace & Defense,Hartford, Connecticut
971,UHS,"Universal Health Services, Inc.",Health Care,Health Care Facilities,King of Prussia, Pennsylvania
972,UNM,Unum Group,Financials,Life & Health Insurance,Chattanooga, Tennessee
973,VFC,V.F. Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Greensboro, North Carolina
974,VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,San Antonio, Texas
975,VAR,Varian Medical Systems,Health Care,Health Care Equipment,Palo Alto, California
976,VTR,Ventas Inc,Real Estate,Health Care REITs,Chicago, Illinois
977,VRSN,Verisign Inc.,Information Technology,Internet Services & Infrastructure,Dulles, Virginia
978,VRSK,Verisk Analytics,Industrials,Research & Consulting Services,Jersey City, New Jersey
979,VZ,Verizon Communications,"Communication Services
",Integrated Telecommunication Services,New York, New York
980,VRTX,Vertex Pharmaceuticals Inc,Health Care,Biotechnology,Cambridge, Massachusetts
981,VIAB,Viacom Inc.,Communication Services,Movies & Entertainment,New York, New York
982,V,Visa Inc.,Information Technology,Internet Software & Services,San Francisco, California
983,VNO,Vornado Realty Trust,Real Estate,Office REITs,New York, New York
984,VMC,Vulcan Materials,Materials,Construction Materials,Birmingham, Alabama
985,WMT,Walmart,Consumer Staples,Hypermarkets & Super Centers,Bentonville, Arkansas
986,WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,Deerfield, Illinois
987,DIS,The Walt Disney Company,Communication Services,Movies & Entertainment,Burbank, California
988,WM,Waste Management Inc.,Industrials,Environmental & Facilities Services,Houston, Texas
989,WAT,Waters Corporation,Health Care,Health Care Distributors,Milford, Massachusetts
990,WEC,Wec Energy Group Inc,Utilities,Electric Utilities,Milwaukee, Wisconsin
991,WCG,WellCare,Health Care,Managed Health Care,Tampa, Florida
992,WFC,Wells Fargo,Financials,Diversified Banks,San Francisco, California
993,WELL,Welltower Inc.,Real Estate,Health Care REITs,Toledo, Ohio
994,WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",Irvine, California
995,WU,Western Union Co,Information Technology,Internet Software & Services,Englewood, Colorado
996,WRK,WestRock,Materials,Paper Packaging,Richmond, Virginia
997,WY,Weyerhaeuser,Real Estate,Specialized REITs,Federal Way, Washington
998,WHR,Whirlpool Corp.,Consumer Discretionary,Household Appliances,Benton Harbor, Michigan
999,WMB,Williams Cos.,Energy,Oil & Gas Storage & Transportation,Tulsa, Oklahoma
1000,WLTW,Willis Towers Watson,Financials,Insurance Brokers,London, United Kingdom
1001,WYNN,Wynn Resorts Ltd,Consumer Discretionary,Casinos & Gaming,Paradise, Nevada
1002,XEL,Xcel Energy Inc,Utilities,Multi-Utilities,Minneapolis, Minnesota
1003,XRX,Xerox,Information Technology,"Technology Hardware, Storage & Peripherals",Norwalk, Connecticut
1004,XLNX,Xilinx,Information Technology,Semiconductors,San Jose, California
1005,XYL,Xylem Inc.,Industrials,Industrial Machinery,White Plains, New York
1006,YUM,Yum! Brands Inc,Consumer Discretionary,Restaurants,Louisville, Kentucky
1007,ZBH,Zimmer Biomet Holdings,Health Care,Health Care Equipment,Warsaw, Indiana
1008,ZION,Zions Bancorp,Financials,Regional Banks,Salt Lake City, Utah
1009,ZTS,Zoetis,Health Care,Pharmaceuticals,Florham Park, New Jersey
